Rental ID,Rental Date,Month,Day of Week,Season,Customer Type,Rental Item,Rental Duration,Quantity,Unit Price,Add-on,Add-on Revenue,Discount Amount,Total Revenue,Employee Name,Launch Site,Payment Method,Weather
WSR-2026-1275,2026-07-05,July,Sunday,Summer,Walk-in,Stand-Up Paddle Board,1 Hour,1,35.10,Waterproof Speaker,12.00,0.00,47.10,Mia Thompson,Lagoon Launch,Cash,Rainy
WSR-2026-1276,2026-07-05,July,Sunday,Summer,Member,Tandem Kayak,Half Day,1,105.30,Premium Life Jacket,7.00,16.84,95.46,Ava Martinez,Lagoon Launch,Cash,Sunny
WSR-2026-1277,2026-07-05,July,Sunday,Summer,Walk-in,Single Kayak,1 Hour,1,32.40,None,0.00,0.00,32.40,Emma Wilson,Resort Pier,Mobile Pay,Sunny
WSR-2026-1278,2026-07-05,July,Sunday,Summer,Online Booking,Single Kayak,1 Hour,1,32.40,Cooler Rental,10.00,0.00,42.40,Ben Carter,Harbor Dock,Credit Card,Sunny
WSR-2026-1279,2026-07-05,July,Sunday,Summer,Online Booking,Hydro Bike,2 Hours,1,64.80,Cooler Rental,10.00,0.00,74.80,Finn Johnson,Resort Pier,Mobile Pay,Sunny
WSR-2026-1280,2026-07-05,July,Sunday,Summer,Walk-in,Fishing Kayak,2 Hours,1,67.50,None,0.00,0.00,67.50,Chloe Nguyen,Marina Kiosk,Credit Card,Sunny
WSR-2026-1281,2026-07-05,July,Sunday,Summer,Walk-in,Snorkel Set,1 Hour,1,16.20,Premium Life Jacket,7.00,1.16,22.04,Isaac Patel,Harbor Dock,Debit Card,Sunny
WSR-2026-1282,2026-07-05,July,Sunday,Summer,Online Booking,Stand-Up Paddle Board,1 Hour,1,35.10,Dry Bag,6.00,0.00,41.10,Ava Martinez,Beachfront Hut,Credit Card,Windy
WSR-2026-1283,2026-07-05,July,Sunday,Summer,Group/Event,Bodyboard,1 Hour,1,18.90,None,0.00,1.89,17.01,Grace Lee,Beachfront Hut,Cash,Cloudy
WSR-2026-1284,2026-07-05,July,Sunday,Summer,Online Booking,Bodyboard,1 Hour,1,18.90,Phone Pouch,5.00,0.00,23.90,Finn Johnson,Beachfront Hut,Debit Card,Sunny
WSR-2026-1285,2026-07-05,July,Sunday,Summer,Online Booking,Stand-Up Paddle Board,2 Hours,1,56.70,Cooler Rental,10.00,0.00,66.70,Ben Carter,Resort Pier,Credit Card,Sunny
WSR-2026-1286,2026-07-05,July,Sunday,Summer,Group/Event,Tandem Kayak,2 Hours,1,70.20,Phone Pouch,5.00,3.76,71.44,Grace Lee,Marina Kiosk,Credit Card,Sunny
WSR-2026-1287,2026-07-05,July,Sunday,Summer,Resort Guest,Surfboard,Half Day,1,72.90,Dry Bag,6.00,0.00,78.90,Finn Johnson,Beachfront Hut,Credit Card,Sunny
WSR-2026-1288,2026-07-05,July,Sunday,Summer,Resort Guest,Wetsuit Rental,Half Day,1,32.40,Phone Pouch,5.00,0.00,37.40,Ben Carter,Harbor Dock,Debit Card,Sunny
WSR-2026-1289,2026-07-05,July,Sunday,Summer,Walk-in,Bodyboard,Half Day,1,45.90,None,0.00,0.00,45.90,Ben Carter,Harbor Dock,Mobile Pay,Sunny
WSR-2026-1290,2026-07-05,July,Sunday,Summer,Resort Guest,Stand-Up Paddle Board,2 Hours,1,56.70,None,0.00,0.00,56.70,Grace Lee,Beachfront Hut,Credit Card,Sunny
WSR-2026-1291,2026-07-06,July,Monday,Summer,Walk-in,Bodyboard,Full Day,1,53.76,Dry Bag,6.00,0.00,59.76,Ava Martinez,Harbor Dock,Credit Card,Sunny
WSR-2026-1292,2026-07-06,July,Monday,Summer,Resort Guest,Snorkel Set,Half Day,1,31.36,Dry Bag,6.00,0.00,37.36,Ava Martinez,Lagoon Launch,Credit Card,Sunny
WSR-2026-1293,2026-07-06,July,Monday,Summer,Resort Guest,Stand-Up Paddle Board,1 Hour,1,29.12,Dry Bag,6.00,0.00,35.12,Diego Ramirez,Beachfront Hut,Credit Card,Sunny
WSR-2026-1294,2026-07-06,July,Monday,Summer,Online Booking,Tandem Kayak,2 Hours,1,58.24,None,0.00,0.00,58.24,Mia Thompson,Harbor Dock,Cash,Sunny
WSR-2026-1295,2026-07-06,July,Monday,Summer,Online Booking,Stand-Up Paddle Board,Full Day,1,98.56,Phone Pouch,5.00,0.00,103.56,Chloe Nguyen,Lagoon Launch,Debit Card,Sunny
WSR-2026-1296,2026-07-06,July,Monday,Summer,Resort Guest,Tandem Kayak,2 Hours,1,58.24,GoPro Mount,8.00,3.31,62.93,Finn Johnson,Harbor Dock,Credit Card,Sunny
WSR-2026-1297,2026-07-06,July,Monday,Summer,Online Booking,Hydro Bike,Half Day,1,80.64,Dry Bag,6.00,0.00,86.64,Hannah Brooks,Resort Pier,Mobile Pay,Sunny
WSR-2026-1298,2026-07-06,July,Monday,Summer,Member,Wetsuit Rental,1 Hour,1,11.20,None,0.00,1.68,9.52,Finn Johnson,Harbor Dock,Debit Card,Sunny
WSR-2026-1299,2026-07-06,July,Monday,Summer,Online Booking,Snorkel Set,Half Day,1,31.36,Phone Pouch,5.00,0.00,36.36,Ben Carter,Marina Kiosk,Debit Card,Windy
WSR-2026-1300,2026-07-06,July,Monday,Summer,Online Booking,Surfboard,2 Hours,1,40.32,Phone Pouch,5.00,0.00,45.32,Chloe Nguyen,Lagoon Launch,Credit Card,Sunny
WSR-2026-1301,2026-07-06,July,Monday,Summer,Online Booking,Stand-Up Paddle Board,2 Hours,1,47.04,Dry Bag,6.00,0.00,53.04,Ava Martinez,Beachfront Hut,Credit Card,Cloudy
WSR-2026-1302,2026-07-06,July,Monday,Summer,Member,Tandem Kayak,2 Hours,1,58.24,None,0.00,8.74,49.50,Grace Lee,Beachfront Hut,Cash,Sunny
WSR-2026-1303,2026-07-06,July,Monday,Summer,Group/Event,Single Kayak,1 Hour,1,26.88,None,0.00,1.34,25.54,Grace Lee,Marina Kiosk,Mobile Pay,Sunny
WSR-2026-1304,2026-07-06,July,Monday,Summer,Walk-in,Fishing Kayak,2 Hours,1,56.00,None,0.00,0.00,56.00,Hannah Brooks,Beachfront Hut,Credit Card,Sunny
WSR-2026-1305,2026-07-06,July,Monday,Summer,Resort Guest,Surfboard,2 Hours,1,40.32,None,0.00,0.00,40.32,Isaac Patel,Beachfront Hut,Cash,Cloudy
WSR-2026-1306,2026-07-07,July,Tuesday,Summer,Walk-in,Single Kayak,2 Hours,1,42.56,Dry Bag,6.00,2.43,46.13,Grace Lee,Lagoon Launch,Cash,Sunny
WSR-2026-1307,2026-07-07,July,Tuesday,Summer,Member,Single Kayak,Half Day,1,64.96,Dry Bag,6.00,10.64,60.32,Ben Carter,Beachfront Hut,Credit Card,Sunny
WSR-2026-1308,2026-07-07,July,Tuesday,Summer,Walk-in,Single Kayak,Half Day,1,64.96,None,0.00,0.00,64.96,Emma Wilson,Resort Pier,Credit Card,Sunny
WSR-2026-1309,2026-07-07,July,Tuesday,Summer,Online Booking,Fishing Kayak,1 Hour,1,35.84,Cooler Rental,10.00,0.00,45.84,Grace Lee,Beachfront Hut,Debit Card,Cloudy
WSR-2026-1310,2026-07-07,July,Tuesday,Summer,Walk-in,Single Kayak,2 Hours,1,42.56,None,0.00,0.00,42.56,Isaac Patel,Marina Kiosk,Credit Card,Cloudy
WSR-2026-1311,2026-07-07,July,Tuesday,Summer,Walk-in,Tandem Kayak,1 Hour,1,38.08,None,0.00,0.00,38.08,Chloe Nguyen,Resort Pier,Cash,Cloudy
WSR-2026-1312,2026-07-08,July,Wednesday,Summer,Online Booking,Stand-Up Paddle Board,Full Day,1,98.56,Premium Life Jacket,7.00,0.00,105.56,Chloe Nguyen,Marina Kiosk,Credit Card,Rainy
WSR-2026-1313,2026-07-08,July,Wednesday,Summer,Member,Stand-Up Paddle Board,2 Hours,1,47.04,None,0.00,7.06,39.98,Chloe Nguyen,Lagoon Launch,Debit Card,Windy
WSR-2026-1314,2026-07-08,July,Wednesday,Summer,Walk-in,Snorkel Set,Half Day,1,31.36,None,0.00,0.00,31.36,Emma Wilson,Harbor Dock,Mobile Pay,Sunny
WSR-2026-1315,2026-07-08,July,Wednesday,Summer,Walk-in,Bodyboard,Full Day,1,53.76,Phone Pouch,5.00,0.00,58.76,Ava Martinez,Marina Kiosk,Credit Card,Sunny
WSR-2026-1316,2026-07-08,July,Wednesday,Summer,Walk-in,Bodyboard,Half Day,1,38.08,None,0.00,0.00,38.08,Hannah Brooks,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-1317,2026-07-08,July,Wednesday,Summer,Walk-in,Surfboard,Half Day,1,60.48,Dry Bag,6.00,0.00,66.48,Emma Wilson,Lagoon Launch,Credit Card,Sunny
WSR-2026-1318,2026-07-08,July,Wednesday,Summer,Online Booking,Hydro Bike,1 Hour,1,33.60,Cooler Rental,10.00,0.00,43.60,Hannah Brooks,Harbor Dock,Debit Card,Sunny
WSR-2026-1319,2026-07-08,July,Wednesday,Summer,Online Booking,Single Kayak,Half Day,1,64.96,Phone Pouch,5.00,0.00,69.96,Ben Carter,Lagoon Launch,Gift Card,Sunny
WSR-2026-1320,2026-07-08,July,Wednesday,Summer,Walk-in,Single Kayak,1 Hour,1,26.88,Phone Pouch,5.00,1.59,30.29,Hannah Brooks,Harbor Dock,Credit Card,Sunny
WSR-2026-1321,2026-07-08,July,Wednesday,Summer,Walk-in,Snorkel Set,2 Hours,1,20.16,Phone Pouch,5.00,0.00,25.16,Hannah Brooks,Marina Kiosk,Cash,Sunny
WSR-2026-1322,2026-07-08,July,Wednesday,Summer,Resort Guest,Stand-Up Paddle Board,Half Day,1,69.44,Dry Bag,6.00,0.00,75.44,Mia Thompson,Lagoon Launch,Credit Card,Sunny
WSR-2026-1323,2026-07-08,July,Wednesday,Summer,Resort Guest,Fishing Kayak,2 Hours,1,56.00,None,0.00,0.00,56.00,Hannah Brooks,Resort Pier,Debit Card,Sunny
WSR-2026-1324,2026-07-08,July,Wednesday,Summer,Resort Guest,Tandem Kayak,2 Hours,1,58.24,None,0.00,0.00,58.24,Chloe Nguyen,Resort Pier,Cash,Sunny
WSR-2026-1325,2026-07-08,July,Wednesday,Summer,Online Booking,Stand-Up Paddle Board,2 Hours,1,47.04,None,0.00,2.35,44.69,Grace Lee,Beachfront Hut,Credit Card,Sunny
WSR-2026-1326,2026-07-08,July,Wednesday,Summer,Walk-in,Single Kayak,Half Day,1,64.96,None,0.00,0.00,64.96,Ben Carter,Marina Kiosk,Credit Card,Sunny
WSR-2026-1327,2026-07-08,July,Wednesday,Summer,Online Booking,Tandem Kayak,1 Hour,1,38.08,None,0.00,0.00,38.08,Hannah Brooks,Marina Kiosk,Cash,Sunny
WSR-2026-1328,2026-07-08,July,Wednesday,Summer,Online Booking,Single Kayak,2 Hours,1,42.56,None,0.00,0.00,42.56,Finn Johnson,Marina Kiosk,Debit Card,Cloudy
WSR-2026-1329,2026-07-09,July,Thursday,Summer,Online Booking,Single Kayak,2 Hours,1,42.56,Waterproof Speaker,12.00,0.00,54.56,Ben Carter,Harbor Dock,Credit Card,Cloudy
WSR-2026-1330,2026-07-09,July,Thursday,Summer,Walk-in,Fishing Kayak,Half Day,1,85.12,Dry Bag,6.00,0.00,91.12,Mia Thompson,Harbor Dock,Credit Card,Sunny
WSR-2026-1331,2026-07-09,July,Thursday,Summer,Online Booking,Wetsuit Rental,2 Hours,1,17.92,None,0.00,0.00,17.92,Chloe Nguyen,Beachfront Hut,Credit Card,Cloudy
WSR-2026-1332,2026-07-09,July,Thursday,Summer,Walk-in,Stand-Up Paddle Board,1 Hour,1,29.12,None,0.00,0.00,29.12,Grace Lee,Resort Pier,Debit Card,Sunny
WSR-2026-1333,2026-07-09,July,Thursday,Summer,Online Booking,Stand-Up Paddle Board,2 Hours,1,47.04,None,0.00,0.00,47.04,Ava Martinez,Marina Kiosk,Cash,Sunny
WSR-2026-1334,2026-07-09,July,Thursday,Summer,Online Booking,Snorkel Set,Half Day,1,31.36,None,0.00,0.00,31.36,Chloe Nguyen,Marina Kiosk,Mobile Pay,Cloudy
WSR-2026-1335,2026-07-09,July,Thursday,Summer,Online Booking,Tandem Kayak,Full Day,1,125.44,None,0.00,0.00,125.44,Hannah Brooks,Harbor Dock,Credit Card,Cloudy
WSR-2026-1336,2026-07-09,July,Thursday,Summer,Online Booking,Snorkel Set,2 Hours,1,20.16,None,0.00,0.00,20.16,Isaac Patel,Harbor Dock,Debit Card,Sunny
WSR-2026-1337,2026-07-09,July,Thursday,Summer,Group/Event,Tandem Kayak,Half Day,1,87.36,Dry Bag,6.00,9.34,84.02,Emma Wilson,Harbor Dock,Cash,Sunny
WSR-2026-1338,2026-07-09,July,Thursday,Summer,Online Booking,Stand-Up Paddle Board,2 Hours,1,47.04,None,0.00,0.00,47.04,Chloe Nguyen,Beachfront Hut,Debit Card,Cloudy
WSR-2026-1339,2026-07-09,July,Thursday,Summer,Walk-in,Single Kayak,Half Day,1,64.96,Phone Pouch,5.00,3.50,66.46,Isaac Patel,Beachfront Hut,Credit Card,Sunny
WSR-2026-1340,2026-07-09,July,Thursday,Summer,Walk-in,Wetsuit Rental,Half Day,1,26.88,Dry Bag,6.00,0.00,32.88,Isaac Patel,Harbor Dock,Credit Card,Sunny
WSR-2026-1341,2026-07-09,July,Thursday,Summer,Walk-in,Single Kayak,1 Hour,1,26.88,Dry Bag,6.00,0.00,32.88,Grace Lee,Harbor Dock,Debit Card,Sunny
WSR-2026-1342,2026-07-09,July,Thursday,Summer,Online Booking,Tandem Kayak,2 Hours,1,58.24,None,0.00,0.00,58.24,Diego Ramirez,Lagoon Launch,Gift Card,Sunny
WSR-2026-1343,2026-07-09,July,Thursday,Summer,Walk-in,Stand-Up Paddle Board,1 Hour,1,29.12,None,0.00,0.00,29.12,Hannah Brooks,Marina Kiosk,Cash,Sunny
WSR-2026-1344,2026-07-09,July,Thursday,Summer,Online Booking,Stand-Up Paddle Board,2 Hours,1,47.04,None,0.00,0.00,47.04,Isaac Patel,Harbor Dock,Credit Card,Sunny
WSR-2026-1345,2026-07-09,July,Thursday,Summer,Walk-in,Hydro Bike,Full Day,1,116.48,None,0.00,0.00,116.48,Ava Martinez,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-1346,2026-07-09,July,Thursday,Summer,Walk-in,Single Kayak,Half Day,1,64.96,Phone Pouch,5.00,0.00,69.96,Grace Lee,Resort Pier,Credit Card,Sunny
WSR-2026-1347,2026-07-09,July,Thursday,Summer,Online Booking,Stand-Up Paddle Board,1 Hour,1,29.12,None,0.00,0.00,29.12,Hannah Brooks,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-1348,2026-07-09,July,Thursday,Summer,Group/Event,Surfboard,Half Day,1,60.48,Phone Pouch,5.00,6.55,58.93,Chloe Nguyen,Resort Pier,Credit Card,Sunny
WSR-2026-1349,2026-07-09,July,Thursday,Summer,Walk-in,Stand-Up Paddle Board,2 Hours,1,47.04,None,0.00,0.00,47.04,Ben Carter,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-1350,2026-07-09,July,Thursday,Summer,Online Booking,Stand-Up Paddle Board,1 Hour,1,29.12,None,0.00,0.00,29.12,Ava Martinez,Harbor Dock,Debit Card,Cloudy
WSR-2026-1351,2026-07-10,July,Friday,Summer,Online Booking,Tandem Kayak,2 Hours,1,58.24,GoPro Mount,8.00,0.00,66.24,Grace Lee,Lagoon Launch,Credit Card,Windy
WSR-2026-1352,2026-07-10,July,Friday,Summer,Resort Guest,Stand-Up Paddle Board,Full Day,1,98.56,Dry Bag,6.00,0.00,104.56,Hannah Brooks,Marina Kiosk,Cash,Sunny
WSR-2026-1353,2026-07-10,July,Friday,Summer,Member,Single Kayak,1 Hour,1,26.88,Dry Bag,6.00,3.29,29.59,Diego Ramirez,Marina Kiosk,Mobile Pay,Sunny
WSR-2026-1354,2026-07-10,July,Friday,Summer,Walk-in,Pedal Boat,1 Hour,1,40.32,None,0.00,0.00,40.32,Hannah Brooks,Harbor Dock,Mobile Pay,Cloudy
WSR-2026-1355,2026-07-10,July,Friday,Summer,Walk-in,Tandem Kayak,2 Hours,1,58.24,None,0.00,0.00,58.24,Emma Wilson,Harbor Dock,Debit Card,Cloudy
WSR-2026-1356,2026-07-10,July,Friday,Summer,Group/Event,Stand-Up Paddle Board,2 Hours,1,47.04,Phone Pouch,5.00,5.20,46.84,Isaac Patel,Lagoon Launch,Cash,Sunny
WSR-2026-1357,2026-07-10,July,Friday,Summer,Walk-in,Tandem Kayak,Full Day,1,125.44,Dry Bag,6.00,0.00,131.44,Ben Carter,Lagoon Launch,Credit Card,Cloudy
WSR-2026-1358,2026-07-10,July,Friday,Summer,Online Booking,Fishing Kayak,Half Day,1,85.12,None,0.00,0.00,85.12,Grace Lee,Resort Pier,Cash,Sunny
WSR-2026-1359,2026-07-10,July,Friday,Summer,Resort Guest,Bodyboard,2 Hours,1,24.64,Dry Bag,6.00,1.53,29.11,Diego Ramirez,Resort Pier,Debit Card,Sunny
WSR-2026-1360,2026-07-10,July,Friday,Summer,Group/Event,Tandem Kayak,2 Hours,1,58.24,Phone Pouch,5.00,3.16,60.08,Mia Thompson,Resort Pier,Cash,Sunny
WSR-2026-1361,2026-07-10,July,Friday,Summer,Group/Event,Surfboard,2 Hours,1,40.32,None,0.00,4.03,36.29,Finn Johnson,Marina Kiosk,Mobile Pay,Sunny
WSR-2026-1362,2026-07-10,July,Friday,Summer,Resort Guest,Hydro Bike,2 Hours,1,53.76,GoPro Mount,8.00,0.00,61.76,Hannah Brooks,Marina Kiosk,Credit Card,Sunny
WSR-2026-1363,2026-07-10,July,Friday,Summer,Online Booking,Single Kayak,Half Day,1,64.96,Phone Pouch,5.00,0.00,69.96,Ben Carter,Resort Pier,Credit Card,Sunny
WSR-2026-1364,2026-07-10,July,Friday,Summer,Online Booking,Stand-Up Paddle Board,1 Hour,1,29.12,Premium Life Jacket,7.00,0.00,36.12,Ben Carter,Beachfront Hut,Credit Card,Cloudy
WSR-2026-1365,2026-07-10,July,Friday,Summer,Resort Guest,Hydro Bike,1 Hour,1,33.60,GoPro Mount,8.00,0.00,41.60,Finn Johnson,Harbor Dock,Credit Card,Sunny
WSR-2026-1366,2026-07-10,July,Friday,Summer,Online Booking,Wetsuit Rental,2 Hours,1,17.92,None,0.00,0.00,17.92,Mia Thompson,Harbor Dock,Debit Card,Sunny
WSR-2026-1367,2026-07-10,July,Friday,Summer,Member,Tandem Kayak,2 Hours,1,58.24,None,0.00,5.82,52.42,Chloe Nguyen,Resort Pier,Mobile Pay,Sunny
WSR-2026-1368,2026-07-10,July,Friday,Summer,Online Booking,Fishing Kayak,2 Hours,1,56.00,Dry Bag,6.00,3.10,58.90,Isaac Patel,Lagoon Launch,Cash,Cloudy
WSR-2026-1369,2026-07-11,July,Saturday,Summer,Walk-in,Wetsuit Rental,Half Day,1,28.80,None,0.00,0.00,28.80,Finn Johnson,Lagoon Launch,Credit Card,Cloudy
WSR-2026-1370,2026-07-11,July,Saturday,Summer,Resort Guest,Snorkel Set,2 Hours,1,21.60,Dry Bag,6.00,0.00,27.60,Grace Lee,Harbor Dock,Cash,Sunny
WSR-2026-1371,2026-07-11,July,Saturday,Summer,Walk-in,Stand-Up Paddle Board,2 Hours,1,50.40,Cooler Rental,10.00,3.02,57.38,Emma Wilson,Marina Kiosk,Credit Card,Cloudy
WSR-2026-1372,2026-07-11,July,Saturday,Summer,Resort Guest,Pedal Boat,Half Day,1,103.20,None,0.00,0.00,103.20,Mia Thompson,Harbor Dock,Credit Card,Sunny
WSR-2026-1373,2026-07-11,July,Saturday,Summer,Walk-in,Tandem Kayak,2 Hours,1,62.40,GoPro Mount,8.00,0.00,70.40,Emma Wilson,Harbor Dock,Mobile Pay,Cloudy
WSR-2026-1374,2026-07-11,July,Saturday,Summer,Walk-in,Single Kayak,Half Day,1,69.60,Phone Pouch,5.00,0.00,74.60,Finn Johnson,Marina Kiosk,Credit Card,Sunny
WSR-2026-1375,2026-07-11,July,Saturday,Summer,Online Booking,Hydro Bike,Half Day,1,86.40,None,0.00,0.00,86.40,Hannah Brooks,Lagoon Launch,Cash,Cloudy
WSR-2026-1376,2026-07-11,July,Saturday,Summer,Online Booking,Single Kayak,Full Day,1,100.80,None,0.00,0.00,100.80,Ava Martinez,Resort Pier,Credit Card,Sunny
WSR-2026-1377,2026-07-11,July,Saturday,Summer,Walk-in,Single Kayak,2 Hours,1,45.60,Phone Pouch,5.00,0.00,50.60,Finn Johnson,Marina Kiosk,Debit Card,Sunny
WSR-2026-1378,2026-07-11,July,Saturday,Summer,Online Booking,Single Kayak,2 Hours,1,45.60,None,0.00,0.00,45.60,Emma Wilson,Resort Pier,Credit Card,Sunny
WSR-2026-1379,2026-07-11,July,Saturday,Summer,Walk-in,Bodyboard,2 Hours,1,26.40,None,0.00,0.00,26.40,Grace Lee,Resort Pier,Credit Card,Sunny
WSR-2026-1380,2026-07-11,July,Saturday,Summer,Online Booking,Snorkel Set,Half Day,1,33.60,Phone Pouch,5.00,0.00,38.60,Diego Ramirez,Harbor Dock,Gift Card,Sunny
WSR-2026-1381,2026-07-11,July,Saturday,Summer,Resort Guest,Fishing Kayak,1 Hour,1,38.40,None,0.00,0.00,38.40,Grace Lee,Lagoon Launch,Credit Card,Sunny
WSR-2026-1382,2026-07-11,July,Saturday,Summer,Group/Event,Tandem Kayak,1 Hour,1,40.80,Premium Life Jacket,7.00,2.39,45.41,Diego Ramirez,Beachfront Hut,Credit Card,Windy
WSR-2026-1383,2026-07-11,July,Saturday,Summer,Group/Event,Stand-Up Paddle Board,2 Hours,1,50.40,None,0.00,0.00,50.40,Isaac Patel,Beachfront Hut,Debit Card,Sunny
WSR-2026-1384,2026-07-11,July,Saturday,Summer,Walk-in,Single Kayak,2 Hours,1,45.60,None,0.00,0.00,45.60,Mia Thompson,Lagoon Launch,Credit Card,Sunny
WSR-2026-1385,2026-07-11,July,Saturday,Summer,Walk-in,Surfboard,2 Hours,1,43.20,None,0.00,0.00,43.20,Grace Lee,Lagoon Launch,Credit Card,Sunny
WSR-2026-1386,2026-07-11,July,Saturday,Summer,Online Booking,Snorkel Set,1 Hour,1,14.40,None,0.00,0.00,14.40,Chloe Nguyen,Harbor Dock,Gift Card,Sunny
WSR-2026-1387,2026-07-11,July,Saturday,Summer,Walk-in,Tandem Kayak,Full Day,1,134.40,None,0.00,0.00,134.40,Ava Martinez,Marina Kiosk,Debit Card,Windy
WSR-2026-1388,2026-07-11,July,Saturday,Summer,Online Booking,Fishing Kayak,Half Day,1,91.20,Dry Bag,6.00,0.00,97.20,Ava Martinez,Beachfront Hut,Debit Card,Cloudy
WSR-2026-1389,2026-07-11,July,Saturday,Summer,Group/Event,Fishing Kayak,2 Hours,1,60.00,None,0.00,0.00,60.00,Chloe Nguyen,Marina Kiosk,Credit Card,Sunny
WSR-2026-1390,2026-07-11,July,Saturday,Summer,Resort Guest,Snorkel Set,2 Hours,1,21.60,Dry Bag,6.00,0.00,27.60,Diego Ramirez,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-1391,2026-07-11,July,Saturday,Summer,Walk-in,Pedal Boat,Half Day,1,103.20,Phone Pouch,5.00,0.00,108.20,Ava Martinez,Beachfront Hut,Debit Card,Sunny
WSR-2026-1392,2026-07-11,July,Saturday,Summer,Resort Guest,Snorkel Set,2 Hours,1,21.60,Dry Bag,6.00,0.00,27.60,Diego Ramirez,Harbor Dock,Credit Card,Sunny
WSR-2026-1393,2026-07-12,July,Sunday,Summer,Walk-in,Stand-Up Paddle Board,Full Day,1,105.60,None,0.00,0.00,105.60,Ben Carter,Harbor Dock,Credit Card,Sunny
WSR-2026-1394,2026-07-12,July,Sunday,Summer,Group/Event,Stand-Up Paddle Board,1 Hour,1,31.20,None,0.00,3.12,28.08,Diego Ramirez,Beachfront Hut,Credit Card,Sunny
WSR-2026-1395,2026-07-12,July,Sunday,Summer,Resort Guest,Pedal Boat,2 Hours,1,69.60,Dry Bag,6.00,0.00,75.60,Ava Martinez,Lagoon Launch,Credit Card,Sunny
WSR-2026-1396,2026-07-12,July,Sunday,Summer,Group/Event,Single Kayak,2 Hours,1,45.60,None,0.00,4.56,41.04,Ben Carter,Resort Pier,Credit Card,Sunny
WSR-2026-1397,2026-07-12,July,Sunday,Summer,Online Booking,Surfboard,1 Hour,1,26.40,GoPro Mount,8.00,0.00,34.40,Emma Wilson,Resort Pier,Debit Card,Cloudy
WSR-2026-1398,2026-07-12,July,Sunday,Summer,Walk-in,Pedal Boat,Full Day,1,148.80,Waterproof Speaker,12.00,0.00,160.80,Hannah Brooks,Resort Pier,Debit Card,Sunny
WSR-2026-1399,2026-07-12,July,Sunday,Summer,Resort Guest,Hydro Bike,2 Hours,1,57.60,Phone Pouch,5.00,0.00,62.60,Mia Thompson,Beachfront Hut,Credit Card,Sunny
WSR-2026-1400,2026-07-12,July,Sunday,Summer,Online Booking,Pedal Boat,2 Hours,1,69.60,None,0.00,0.00,69.60,Diego Ramirez,Resort Pier,Debit Card,Windy
WSR-2026-1401,2026-07-12,July,Sunday,Summer,Resort Guest,Snorkel Set,1 Hour,1,14.40,None,0.00,0.00,14.40,Chloe Nguyen,Resort Pier,Credit Card,Sunny
WSR-2026-1402,2026-07-12,July,Sunday,Summer,Resort Guest,Tandem Kayak,Half Day,1,93.60,None,0.00,0.00,93.60,Chloe Nguyen,Harbor Dock,Mobile Pay,Sunny
WSR-2026-1403,2026-07-12,July,Sunday,Summer,Online Booking,Surfboard,Full Day,1,91.20,Dry Bag,6.00,0.00,97.20,Ben Carter,Resort Pier,Debit Card,Sunny
WSR-2026-1404,2026-07-12,July,Sunday,Summer,Group/Event,Stand-Up Paddle Board,Half Day,1,74.40,None,0.00,7.44,66.96,Finn Johnson,Marina Kiosk,Gift Card,Sunny
WSR-2026-1405,2026-07-12,July,Sunday,Summer,Online Booking,Surfboard,1 Hour,1,26.40,None,0.00,0.00,26.40,Finn Johnson,Beachfront Hut,Credit Card,Sunny
WSR-2026-1406,2026-07-12,July,Sunday,Summer,Group/Event,Pedal Boat,2 Hours,1,69.60,GoPro Mount,8.00,3.88,73.72,Diego Ramirez,Resort Pier,Credit Card,Sunny
WSR-2026-1407,2026-07-12,July,Sunday,Summer,Walk-in,Single Kayak,Half Day,1,69.60,Cooler Rental,10.00,0.00,79.60,Hannah Brooks,Lagoon Launch,Credit Card,Sunny
WSR-2026-1408,2026-07-12,July,Sunday,Summer,Online Booking,Stand-Up Paddle Board,2 Hours,1,50.40,None,0.00,0.00,50.40,Finn Johnson,Beachfront Hut,Debit Card,Sunny
WSR-2026-1409,2026-07-12,July,Sunday,Summer,Online Booking,Single Kayak,2 Hours,1,45.60,None,0.00,0.00,45.60,Isaac Patel,Beachfront Hut,Debit Card,Cloudy
WSR-2026-1410,2026-07-12,July,Sunday,Summer,Online Booking,Surfboard,1 Hour,1,26.40,None,0.00,0.00,26.40,Mia Thompson,Beachfront Hut,Debit Card,Sunny
WSR-2026-1411,2026-07-12,July,Sunday,Summer,Group/Event,Wetsuit Rental,2 Hours,1,19.20,None,0.00,0.00,19.20,Mia Thompson,Beachfront Hut,Credit Card,Sunny
WSR-2026-1412,2026-07-12,July,Sunday,Summer,Online Booking,Pedal Boat,1 Hour,1,43.20,GoPro Mount,8.00,0.00,51.20,Chloe Nguyen,Resort Pier,Credit Card,Sunny
WSR-2026-1413,2026-07-12,July,Sunday,Summer,Resort Guest,Stand-Up Paddle Board,1 Hour,1,31.20,Dry Bag,6.00,0.00,37.20,Mia Thompson,Resort Pier,Credit Card,Sunny
WSR-2026-1414,2026-07-12,July,Sunday,Summer,Walk-in,Snorkel Set,Half Day,1,33.60,None,0.00,1.68,31.92,Chloe Nguyen,Resort Pier,Credit Card,Sunny
